,Unnamed: 0,qid,Label,Questions
765,,0589c2ecb46aa146d1a3,1.0,"Do Americans hate the rapper PSY for his anti-American songs and summoning to kill American soldiers, their wives, and children?"
766,,058bca251adbca738d33,1.0,Why do American Jews feel phony?
767,,058be7ce7385bb0a89c1,2.0,Why do men sleep with hookers?
768,,058c811c13e81f2ffebe,3.0,Why can't Black people accept that Europe is a homeland of Europeans?
769,,058eaadb90ab9f1bb1a3,3.0,Did Hitler use Metzitzah B'Peh to foster anti-Semitism?
770,,058f0a88c34c33d1a215,1.0,Does an anklet mean you’re a hoe?
771,,058f39593a17a04762aa,1.0,What is the most effective way to get the message to politicians that it is good to be openly critical of feminism?
772,,058f57aaeb36eba35940,1.0,How did the immigration in Eastern Europe and Russia from 1870 until 1922 control America’s left wing today (i.e. Bernie Sanders and Rahm Emmanuel)?
773,,058fa877bf4d2eb63289,1.0,Why are the Japanese so ungrateful towards Europeans despite owing everything they have to Europe?
774,,058fe4116bf1d5343781,1.0,Why are Americans duped so easily?
775,,05903622be6b40f11f01,0.0,What did you eat?
776,,05918a9ea9954c4b34ea,1.0,"Now that Trump has started a trade war, can we expect the same result that Smoot-Hawley Tariff Act produced 90 years ago?"
777,,05923d507d80e8713aa5,1.0,"Hindus consider Snake as their God, Cow as their Mother, Cow urine as pious thing, etc. So, are Hindus mentally sick?"
778,,0592a5635945e461c0ed,1.0,"Ask them, who created the heavens, the earth, the sun and the moon, all in a perfect orbit?"
779,,05933e298d1b6014b5e1,1.0,Is guilt for losers?
780,,05935cda78c386d90fdb,1.0,Did SpaceX’s launch help Americans finally forget the political drama in Washington and make them very happy with the extraordinary achievement?
781,,0593c675d4f5349daf6a,1.0,"How are Melania and Stormy different, except that Stormy is more honest?"
782,,0593d1cf15e200e5533e,2.0,What’s the most sensual movie ther son incest you have ever had? Can you share any pictures of yours (face blurred)
783,,0593ee91c098d7a8c65e,1.0,Why do the children of Iraqis and Swedish women think they are ethnic Swedes?
784,,0594a6e2112c979f4731,2.0,Can I let my father sleep with me when I am wearing my bikini panties?
785,,0595455cd011717cfc84,2.0,"I’m 14, and I am sick of having to give in to other kids and their gender changes. I think it’s wrong for adults to accept this. Is there any way that I can get out of enabling this?"
786,,05962879b6b219e64c16,1.0,Why is Trump called Hitler if Obama bombed a hospital?
787,,0597a88823f188febb09,0.0,How is your English level since you are not a pure Native American? I may observe some grammatical misuses that you are making. How long have you been studying?
788,,05981e7a85209fe81046,2.0,Why have 50% of women in Finland been raped?
789,,0598327071754966ab66,3.0,How can South India prevent North India from stealing taxes collected in South India?
790,,0598792dcf392ab107c6,5.0,"Why does Quora entertain trolls asking, ""what is 60 + 9?""?"
791,,0599adc6994d1aca6512,1.0,Why does the Indian Army act as a Zionist in Kashmir?
792,,0599b2f6bf4ce21d0dea,3.0,"Why Mohajirs hate Punjabi, Sindhi, Baloch, Pathan and pretty much everyone?"
793,,059a367c6e78387acb2d,1.0,"If blacks aren't a monolithic group, why are conservative black thinkers like Thomas Sowell and Larry Elder smeared as ""coons"" and ""sell-outs"" in the black community?"
794,,059d57bcd8a3544bd456,2.0,"No one has been able to answer this question yet, but… WHY do JEWISH MEN HAVE SUCH LARGE FRICKIN PENIS'?"
795,,059dc30498123a71f84a,3.0,Whats worse to Muslims ISIS or the zionists?
796,,059dc9f417d2e11a333b,3.0,Is the liberal media determined to destroy Trump and eventually drive him mad?
797,,059ee20f101df7435953,1.0,"Why is drug addiction, murder, and rape such an integral part of American culture and psyche?"
798,,05a036aa2ae45d9d5ad2,1.0,Why is a belief in God not considered to be a mental illness?
799,,05a072fef33472fad38f,1.0,Do you think Singaporean PhD holders on Quora are pretentious and snobbish?
800,,05a1524b7862ed5199fd,3.0,Is Meghan Markle a transgender and cannot have children?
801,,05a2284740a37968a712,1.0,Why is Australia so dumb? With all it's natural reasorces it should be the richest Counrty on Earth.
802,,05a279a7899c0f1aed7c,3.0,Why don't they change the name of Quora to Trump is a Moron? It seems like a third of the questions are about Trump's stupidity.
803,,05a2ee997b6abb423f63,1.0,Can a pet dog take a person’s v-card?
804,,05a5a1ef59030037087c,1.0,Are thin men really men?
805,,05a607a43c26532f0d7e,1.0,Is it not hypocrisy for China to scold Japan for wanting to have a normal military after Japan spent 70 years minding its own business?
806,,05a6c2848f1abfa1179b,5.0,Did you know you can click on the x (top right corner) of this linked article and down vote it to get rid of unwanted content?
807,,05a6e51756770c47c4e5,1.0,Why do American never have electric kettles?
808,,05a7f8490cddac4a3e65,2.0,Is it okay to have sex with your sister twice a week?
809,,05a8399ce7d30859c31b,1.0,Does it occur that Haredi Jews sometimes prevent secular Jews from driving during Shabbat?
810,,05a8577da769ac0a7657,1.0,"On March 11, 2014, Obama stated on National TV -""Most young Americans right now, they’re not covered"" by health insurance. Why did he lie on National TV?"
811,,05a8a3dce5eb07f89d7f,4.0,Are there black people who are white supremacists?
812,,05a8fd032d0de75330a6,1.0,Why Western people are much forward and pratical than Indians?
813,,05aa0acd47e7d73a51cd,1.0,Why do Indian people know more about USA than their own north eastern people and places? Why is there so much ignorance?
814,,05ab686e39a37ad26940,3.0,"How can a Christian be welcome in the tribe of atheism without feeling ostracized, and vice versa?"
815,,05abad799c2bf6f0953d,2.0,Why does every boy/girl want to do sex? Why do they not?
816,,05ac20ed1eb11da0c115,1.0,What are the pros and cons of autistic people having children?
817,,05ac2ed90c4405804cd3,3.0,Are women worse at coding?
818,,05ac95756803ea032419,3.0,How can any vote for a major party lawmaker in the US be interpreted as anything less than a voter request to be ruled by an anti-democratic oligarchy of donors?
819,,05ad515b25756a588d8c,1.0,Do you believe that I get rid of my doctors faster than finding them due to their incompetency in medicine ADM?
820,,05ad591b181940894db8,1.0,"What would be the alternative to Modi as PM ? Is it a person like Rahul Gandhi whose IQ is minus, or people like Mamata, Mayawati, Akhilesh, etc., who are the curse of the nation?"
821,,05ad64cd0df91aa40bb6,3.0,Why are Europeans so militant against Non Christians or Non atheists? Why are they prejudice against race as well?
822,,05b051594a28f035a3c0,4.0,How do I eat Tide Pods safely?
823,,05b118d7583cc7e55e04,1.0,Do liberals enjoy triggering conservatives?
824,,05b139e19479b7e86dc5,1.0,What do Poles in Britain think of 'British' Indians?
825,,05b2213bf7eac314cb2a,2.0,What does it mean if my teenage son always kisses my neck?
826,,05b23e9a34bf18ab7d18,5.0,Can I stop getting these bullcrap monotonous questions?
827,,05b43cb61491bfdb9e1b,1.0,When did you realized that you are a stupid?
828,,05b562b41a1b9935c346,1.0,Do most non-Muslim Malaysians today look down on Muslim Malaysians and consider them to be hypocrites for choosing not to turn their nation into a completely Islamic country governed by Sharia Law?
829,,05b6260f0089aaaa6570,1.0,How can I buy Ripple and sell I only have a lump wallet?
830,,05b65b3f745ccc9537f7,1.0,Why do Vietnamese think that cambodians ate simple minded?
831,,05b7d332c3e0eadb280a,1.0,Why didn’t Senator Tom Cotton and the other senators pay for the $10 million demanded by one of the opponents of the Iranian regime? Was it because of stupidity or a fake sense of pride?
832,,05b845fd86b61163c175,3.0,"Is there something wrong with being homophobic? If I leave a gay person alone and he leaves me alone, why is homosexuality being shoved down my throat?"
833,,05b85b13b764344dac0f,3.0,Shall CNN be renamed to FNN - Fake News Network?
834,,05ba3b5e80f50a468f36,3.0,"In view of his latest remarks disparaging so-called shithole countries, would it be appropriate from now on to refer to him as the shitheel president?"
835,,05baa940f5dd1171d9e7,2.0,"I dated Rex, a gangster, platonically. A delusional Yalie ET said he should rape me as a revenge on behalf of Rex. Is gangster fun to play with?"
836,,05bb08fc43b39d6c5d28,1.0,"Why do radical Muslims in Indonesia get offended by everything (bread, mineral water. travel agent, cross shaped symbol)?"
837,,05bc7f2b9543cd49cd5f,3.0,Why are Bangladeshi feminists shit?
838,,05bd05ab012d59fc2cbd,3.0,How can Kashmiri Muslims expect anything good from real gods after what they did to Kashmiri Pandits? Don't they know about the concept of Karma.
839,,05bd19b2b556246aec5e,1.0,Why dont all inmates become terrorists since the cmp needs more target practice?
840,,05be412f0fd5684a4a1a,3.0,"Racist kidnapped Ahed Tamimi and imprisoned her for an uncertain period and announced her as the most dangerous. Why do the racist fear her, and what is the power of a 16-year-old girl?"
841,,05be85f107670205b513,2.0,Why do boys like to sniff girls panties?
842,,05bf2aa42a3b720515d8,3.0,Dalits are destroying merit and stealing our opportunities. Why isn't the RSS/BJP teaching them a lesson?
843,,05c1c161b7fe50bc23a4,2.0,Did any women enjoy being raped?
844,,05c1d7e8fc0b5e953a70,2.0,Is dildo used to make pickle bread?
845,,05c267e7d8757239b316,2.0,"Is it weird for my dad to put me on his lap and show me playboy magazine pics? (Age 8 or 9) or to caress my breasts during a back massage, or to say it’s too bad incest is illegal because we’d have beautiful children?"
846,,05c36ea8958d68787ca8,3.0,Is Donald Trump afflicted with Münchausen syndrome by proxy (factitious disorder imposed on another)? Consider the President as the caregiver and the United States as the patient/victim.
847,,05c5565a5d9f3baa4177,1.0,Why Americans misbehave with Indians suddenly?
848,,05c68c817e0c0c0b17f4,1.0,Why do LGBT people instantly defend themselves by calling me homophobic if I disagree with homosexuality. If they have rights where are my rights to have an opinion?
849,,05c767b43825be8ad05b,3.0,"Why is Narendra Modi looting India with his crony aids like Nirav Modi, Vijay Mallya and Lalit Modi?"
850,,05c8463dbd0079da32d8,1.0,When will people accept that India is going to rule the whole world very soon?
851,,05c86ab74a9ef86d1e78,1.0,How do mexicans have an inner monologue if they don't know English?
852,,05c8bfd0f5c1421abf72,2.0,Does Neetu Singh & Ranbir Kapoor share an incestuous mother-son relarionship?
853,,05ca0c77873579de9ea3,3.0,Why are Maoris so nasty?
854,,05ca386dcb8e962d04b3,3.0,Why are Muslims still proud of their religion despite that Islam is associated with so many evils across the world today? Why aren't most Muslims leaving Islam?
855,,05ca68cb1e0f1f7cbb12,3.0,Is it just me or does Stephen Miller hover around Trump like he's there to keep him in line? Does he work for Putin?
856,,05caec57c12470d64b15,1.0,Did atheists make their minds God?
857,,05cc392bc0b88c65e886,3.0,Was Severus Snape castrated? Is that why he's so grumpy?
858,,05cc69301509a5fafa96,1.0,Why are drivers so stupid?
859,,05cd19a40cac9e5ca675,1.0,Why do people on Quora want to think of themselves as having autism?
860,,05cd53e4d850b3257c46,1.0,"Since Vladimir Putin keeps on assassinating Russian dissidents throughout Europe and the U.S., is it high time that the CIA started offing Putin's henchmen within Russia itself to repay him blood for blood?"
861,,05ceb699aeccf241ad94,1.0,"Are Americans weak, gullible and cowardly people?"
862,,05cf7311316a5100ec5d,2.0,What can one do to get rid of ones transgender desires that one may struggle with constantly?
863,,05cf7457a5753dea8649,1.0,Why most of the Indian people copy ideas for their startup from other countries?
864,,05cfcc086c7d74da264d,1.0,Why is it that I never see any intelligent questions posted by Trump supporters?
865,,05d2205fc71f15ad7435,1.0,What is Sweden going to do about violent migrant crimes and rapes due to its liberal policies? Is there any solution because its suffering too much?
866,,05d26f05c4056ce0c55b,1.0,Why are feminists still campaigning for equality that already exists in the West when many Muslim women live a life of hell under Sharia Law?
867,,05d2cfd39949f2b09073,1.0,Why do conservatives hate immigrants?
868,,05d332de701146302934,2.0,Why sex between brother and sister is considered as sin? I am not asking for marriage or to raise a family?
869,,05d5d7eceaf8bc71340e,2.0,How do I know if a seemingly woman is transgender?
870,,05d5e139db955b2acf56,1.0,Why do liberals feel like it is their job to relentlessly assault the rights of law-abiding American citizens?
871,,05d60cf7b4a79e251500,3.0,Why are Chinese so cultist towards Mao and Jinping?
872,,05d6ff2f7a57735d242a,1.0,"Is it unreasonable to think that girls shouldn't wear revealing clothes in school/college because it can distract guys? When someone walks into the class like that, it is actually very distracting from learning and I wish they wouldn't do that."
873,,05d7eb12b112acd158a3,4.0,"If you become a ghost, how will you terrorise transphobic people?"
874,,05d7fffdee1648d9c8e0,2.0,Why are men obsessed with breasts?
875,,05d95136d2e55ab41dcf,1.0,Why do people find a reason to be offended over the stupidest things?
876,,05da13bfc878d249b0c1,3.0,How can Ben Shapiro be sensible in one minute and then ridiculously obnoxious and have no idea what he’s talking about the next?
877,,05da72860d31fa2b8b56,3.0,Why are Turkish people so politically conscious but not Pakistani people? What factors made the difference?
878,,05db15e5b03812caa945,3.0,Why are Christians sending death threats to Parkland shooting survivors?
879,,05db9597f925ae3848bc,1.0,How would a white man be more privileged than a black woman living in the same trailer park?
880,,05dd7a862747246a19cc,1.0,"If Vladimir Putin is as bad as the West claims, how come he has an 86% approval rating? Are Russians just stupid or is the West playing politics?"
881,,05ddb13cd37909418482,1.0,"Do Quora moderators sneer at ""online bullying"" or alternately smile smugly or make a face of patronizing narcissistic ""pity"" (makes no difference, if you have any standard)?"
882,,05ded460438cb40e3955,2.0,Why does it feel good to fuck your mum in the ass?
883,,05dfa9f03b72560a68b5,5.0,Why does the boy child never get favours?
884,,05e0ce629b5ba40eda67,2.0,How I can sex with my sister?
885,,05e14e07a359a32ed4aa,2.0,"Do liberals who advocate free birth control think that sex is a human right? If so, how are they different from incels when both seek to use violence to obtain sex?"
886,,05e1bfba7ed83a4a2ad8,1.0,Do German men like Black women?
887,,05e233665e5e3a4612fb,1.0,Are women hiding men's socks?
888,,05e3235618adfdcf05ae,1.0,"When will the US bomb Syria again, and force Putin to eat a big black cork?"
889,,05e376c3ba6b776af809,1.0,What makes Europeans think that they're better than everyone else?
890,,05e48de844db2bc4898a,1.0,Shouldn't Canada be allied with the USA instead of the British because they are closer?
891,,05e4c98a077d570ea827,3.0,Why is PewDiePie so weird?
892,,05e59b4120b33e51f3bc,3.0,"With Trump, should one ignore what he denies and observe whether he quacks and acts like a duck, under the control of Putin?"
893,,05e6081b9e26db5e285b,1.0,Do you think Western women are more faithful and loyal in relationships than Eastern women are?
894,,05e74af4f389e3de5b3f,5.0,Can you block answers from Indian users on Quora?
895,,05e7a779ac2f5076aaa1,2.0,"Why do we hear gays protest about the high cost of HIV/AIDS drugs, but never publicly warn young homosexuals about the dangers of anal sex?"
896,,05e8201b63047e4e24a2,2.0,How does it feel for moms to have their son inside them?
897,,05e8f48fc4fda2e93fcd,3.0,"Regardless of the constitution, why shouldn't Hillary be appointed when Mueller reveals Trump and Pence worked with the Russians to steal the election?"
898,,05e945cc9bf993ae9a5d,4.0,Can I get my desired gazetted officer government job by the help of black magic?
899,Label,Category,,nan
900,1,rhetorical,,nan
901,2,sexual content,,nan
902,3,hate speech,,nan
903,4,hypothetical,,nan
904,5,other,,nan
905,0,Not an insincere question,,nan
